Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.902969391801431,0.9101362529496798,0.8432493397322303,0.894608199596405,30091200,0.0,0.0
2000-01-04 00:00:00-05:00,0.8790809415652157,0.8814704782702967,0.8265277553960632,0.870720624923706,30048000,0.0,0.0
2000-01-05 00:00:00-05:00,0.8456379560883333,0.8599708028016948,0.8301107783828197,0.8420549631118774,18835200,0.0,0.0
2000-01-06 00:00:00-05:00,0.8420548969719217,0.8420548969719217,0.7548634925481272,0.7871121764183044,12048000,0.0,0.0
2000-01-07 00:00:00-05:00,0.7835292012975376,0.8086110255327678,0.771585017238743,0.8002507090568542,7118400,0.0,0.0
2000-01-10 00:00:00-05:00,0.8026394630778008,0.8599708532976437,0.78830661552284,0.8265278339385986,23985600,0.0,0.0
2000-01-11 00:00:00-05:00,0.8217496000692323,0.8313051229702586,0.793083906173706,0.793083906173706,14812800,0.0,0.0
2000-01-12 00:00:00-05:00,0.7930837848066961,0.7942781156356097,0.7620294336401037,0.7727792859077454,12355200,0.0,0.0
2000-01-13 00:00:00-05:00,0.7715851776769853,0.8121950619980379,0.7620296534815401,0.8050282001495361,13219200,0.0,0.0
2000-01-14 00:00:00-05:00,0.8169721523612,0.8731092006433628,0.8145834906993924,0.8396661877632141,60456000,0.0,0.0
2000-01-18 00:00:00-05:00,0.8504151221988652,0.8790808103045278,0.8121947879295659,0.8754978179931641,26164800,0.0,0.0
2000-01-19 00:00:00-05:00,0.8790809201086826,0.8790809201086826,0.8599707505870217,0.867137610912323,16468800,0.0,0.0
2000-01-20 00:00:00-05:00,0.8743037635078265,0.922079633845594,0.8575822526299905,0.8647482395172119,17956800,0.0,0.0
2000-01-21 00:00:00-05:00,0.8623593616369066,0.8659423541847912,0.8336936716389627,0.8551933765411377,54427200,0.0,0.0
2000-01-24 00:00:00-05:00,0.8826647049587145,0.8826647049587145,0.8121948132666468,0.8169721364974976,25694400,0.0,0.0
2000-01-25 00:00:00-05:00,0.8205552059626582,0.8289163972090839,0.7835291978323808,0.809806227684021,23712000,0.0,0.0
2000-01-26 00:00:00-05:00,0.8098063128227483,0.8313051464477814,0.76202957177587,0.776362419128418,23246400,0.0,0.0
2000-01-27 00:00:00-05:00,0.7823349319201784,0.7823349319201784,0.7070868288721084,0.735752522945404,45820800,0.0,0.0
2000-01-28 00:00:00-05:00,0.7261977879827332,0.7309751114880133,0.6855879137654901,0.7142536044120789,19444800,0.0,0.0
2000-01-31 00:00:00-05:00,0.7178366219458309,0.7333637986841488,0.6688664298953642,0.7082810997962952,18240000,0.0,0.0
2000-02-01 00:00:00-05:00,0.7094763625299298,0.730975195584521,0.6831993306128874,0.7250035405158997,9297600,0.0,0.0
2000-02-02 00:00:00-05:00,0.7285864743275852,0.7596408277750015,0.7250034815776871,0.745307981967926,14904000,0.0,0.0
2000-02-03 00:00:00-05:00,0.7691964011078424,0.7847235788649302,0.7524748923546356,0.7572522163391113,10824000,0.0,0.0
2000-02-04 00:00:00-05:00,0.7811403508288121,0.7811403508288121,0.7596406497529204,0.7751678228378296,12369600,0.0,0.0
2000-02-07 00:00:00-05:00,0.7787509266260617,0.7787509266260617,0.7261977466376613,0.7273920774459839,21748800,0.0,0.0
2000-02-08 00:00:00-05:00,0.7453083116051006,0.7883068680438564,0.7261981336793881,0.7620298266410828,46881600,0.0,0.0
2000-02-09 00:00:00-05:00,0.7906951532627484,0.8038336676886019,0.7799453005856951,0.7811405062675476,58905600,0.0,0.0
2000-02-10 00:00:00-05:00,0.8289165887369908,0.9555235687618819,0.8289165887369908,0.9411907196044922,97008000,0.0,0.0
2000-02-11 00:00:00-05:00,0.9877724266454905,0.9889667580419897,0.8862481342882097,0.9555237293243408,42379200,0.0,0.0
2000-02-14 00:00:00-05:00,0.9579120875448317,1.1084065437316895,0.9483565646032248,1.1084065437316895,65011200,0.0,0.0
2000-02-15 00:00:00-05:00,1.1107960687950185,1.1119903997991112,1.0200207888311323,1.0654079914093018,45048000,0.0,0.0
2000-02-16 00:00:00-05:00,1.0773522784935614,1.1514051818123336,1.0654080925116374,1.1143791675567627,101956800,0.0,0.0
2000-02-17 00:00:00-05:00,1.1131845363756208,1.1609603926174974,1.0964630304313336,1.1537944078445435,53577600,0.0,0.0
2000-02-18 00:00:00-05:00,1.1370723843241841,1.3042892459159672,1.1287120661291965,1.2875677347183228,96086400,0.0,0.0
2000-02-22 00:00:00-05:00,1.2469575293383777,1.263679036229414,1.2039589938439508,1.2517348527908325,54249600,0.0,0.0
2000-02-23 00:00:00-05:00,1.237402010084966,1.2720402296064293,1.2218748340261882,1.2589017152786255,51139200,0.0,0.0
2000-02-24 00:00:00-05:00,1.2660679513730388,1.2744291438958635,1.1944037112046098,1.246957778930664,24432000,0.0,0.0
2000-02-25 00:00:00-05:00,1.248152122195305,1.248152122195305,1.11796215752134,1.169321894645691,27873600,0.0,0.0
2000-02-28 00:00:00-05:00,1.1633487391835966,1.1752929187115329,1.1418499158790376,1.160960078239441,51787200,0.0,0.0
2000-02-29 00:00:00-05:00,1.1537942751588415,1.2374017952654583,1.1537942751588415,1.2230689525604248,30604800,0.0,0.0
2000-03-01 00:00:00-05:00,1.223069422695241,1.223069422695241,1.168127566879629,1.1872377395629883,38356800,0.0,0.0
2000-03-02 00:00:00-05:00,1.1967930047423996,1.1967930047423996,1.1036290740727936,1.1072120666503906,19104000,0.0,0.0
2000-03-03 00:00:00-05:00,1.108406834631406,1.1370725361719407,1.098852183989752,1.125129222869873,27369600,0.0,0.0
2000-03-06 00:00:00-05:00,1.1322950904185956,1.2182921858934255,1.1084067167396894,1.1179622411727905,43209600,0.0,0.0
2000-03-07 00:00:00-05:00,1.4332845647302588,1.6673874187003763,1.371175858527772,1.5921401977539062,195220800,0.0,0.0
2000-03-08 00:00:00-05:00,1.5912453138951395,1.6196119370205062,1.4762834470186916,1.6052790880203247,66873600,0.0,0.0
2000-03-09 00:00:00-05:00,1.624388947922403,2.063929857278704,1.6196116241145386,1.9167194366455078,95294400,0.0,0.0
2000-03-10 00:00:00-05:00,2.016153805045794,2.7710163856418957,2.0018209601634953,2.2550339698791504,216120000,0.0,0.0
2000-03-13 00:00:00-05:00,2.044819594696533,2.866569116486976,2.025708550714973,2.852236270904541,241516800,0.0,0.0
2000-03-14 00:00:00-05:00,2.8367084435744534,2.8367084435744534,2.063929290326067,2.104539155960083,156777600,0.0,0.0
2000-03-15 00:00:00-05:00,2.25533327033764,2.3135600239176055,1.9492671935481005,2.018542766571045,99561600,0.0,0.0
2000-03-16 00:00:00-05:00,2.083039957515748,2.1547041862698157,1.7701068876292176,1.7996678352355957,75038400,0.0,0.0
